Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
216,415,no,no,15,129.0,103,33.86,18.1,106,15.63,194.8,109,7.04,3.9,8,0.67,6,1
233,510,no,no,25,3.5,110,11.46,104.8,94,17.67,4.7,152,9.96,2.7,7,3.16,4,0
180,415,no,no,37,241.2,68,35.09,161.9,74,21.9,377.4,59,2.78,7.3,17,2.03,4,0
113,408,no,yes,24,343.2,101,44.57,193.9,4,7.78,196.6,165,1.19,12.1,11,4.78,1,0
62,415,no,yes,3,338.0,1,8.17,354.4,94,25.25,330.3,62,14.96,2.9,15,4.28,0,0
241,415,no,no,40,56.3,36,48.2,356.5,3,28.59,216.6,38,5.63,0.9,0,0.37,3,0
186,415,no,no,44,63.4,117,32.77,35.6,7,14.97,40.2,125,5.96,0.7,19,0.45,7,1
52,408,no,no,40,197.9,48,0.25,195.3,169,22.82,243.1,82,14.92,5.3,3,2.09,2,0
12,510,no,yes,37,223.1,74,30.67,296.6,162,15.75,394.0,20,12.03,3.8,13,0.04,5,0
39,510,no,no,18,258.8,163,23.34,86.3,140,2.08,13.7,31,12.86,10.8,17,0.47,1,0
130,408,no,yes,13,63.4,74,17.49,272.5,132,9.78,332.5,27,11.59,9.1,4,4.66,8,1
131,415,no,yes,20,335.7,33,45.5,318.9,39,2.62,93.0,102,1.8,6.5,2,3.96,8,0
113,510,no,no,14,223.6,57,53.07,240.5,18,29.67,155.6,11,16.29,16.7,18,3.36,3,0
101,408,no,yes,2,296.5,110,45.0,119.0,81,6.87,147.2,120,15.46,10.1,11,4.15,7,1
113,510,yes,no,36,189.0,164,49.96,335.1,124,19.08,355.0,110,4.02,1.8,18,1.25,1,0
184,408,no,yes,49,145.0,95,53.62,320.7,3,8.53,199.3,78,13.67,5.9,19,3.63,1,0
81,415,no,no,45,342.0,59,53.85,259.8,127,19.6,176.6,91,6.96,19.5,10,3.08,5,1
187,510,no,no,15,203.7,139,6.76,132.0,145,6.31,323.1,119,11.62,19.5,19,4.24,1,0
113,408,no,no,13,303.4,31,26.93,287.5,151,23.56,19.3,84,2.82,5.1,8,1.41,0,0
2,510,no,no,8,333.7,131,0.02,114.7,106,3.32,34.2,79,9.16,3.3,19,3.82,1,0
130,510,no,yes,46,236.4,105,29.88,91.8,92,26.85,8.6,150,2.15,9.9,4,4.26,1,1
220,510,no,no,6,192.1,32,54.53,186.9,30,25.21,271.8,14,9.11,9.6,9,2.75,4,0
54,510,no,no,13,1.2,42,11.75,362.0,57,20.36,207.6,100,4.14,8.2,8,2.07,5,0
87,408,no,yes,5,14.0,111,37.75,292.0,27,2.02,346.0,11,7.69,10.6,12,4.74,2,0
229,415,no,no,20,70.3,106,38.02,264.9,136,6.26,196.9,131,11.36,4.6,7,0.84,7,0
224,408,no,yes,14,65.1,8,9.46,164.1,89,25.78,87.6,34,14.91,2.3,12,0.18,1,0
225,408,no,no,7,89.2,113,14.07,113.2,48,3.66,318.0,94,2.81,11.4,17,0.9,2,0
129,408,no,no,33,106.7,124,27.26,310.7,110,4.68,116.3,26,15.19,18.7,8,3.42,3,0
147,415,no,yes,39,126.0,19,11.1,206.1,1,16.32,369.6,124,6.63,2.8,8,3.94,4,0
126,510,no,no,0,147.2,150,34.51,295.2,5,8.23,98.9,160,14.34,14.1,1,3.58,4,0
130,510,yes,no,31,34.6,40,28.59,177.1,28,6.66,66.2,12,8.71,8.8,6,2.1,5,1
53,510,no,no,48,14.8,43,30.63,273.7,153,17.27,194.9,164,14.66,5.9,4,4.84,3,0
172,415,no,no,50,235.9,124,7.93,315.0,155,11.18,20.0,171,11.27,17.1,5,2.22,6,1
218,510,no,no,4,188.1,34,30.52,142.1,6,4.22,14.4,1,8.65,9.1,12,4.91,7,0
160,415,no,no,29,155.5,150,2.92,4.9,33,16.05,195.9,165,5.31,11.7,17,4.59,3,0
198,510,no,no,21,222.1,57,52.01,92.5,137,11.61,85.0,36,16.47,8.9,2,2.04,8,0
160,510,no,yes,19,289.7,47,20.25,332.1,111,22.04,3.7,113,13.62,1.6,9,0.81,5,1
68,408,no,no,15,149.7,57,50.52,249.6,56,3.08,116.9,119,6.48,11.9,2,0.45,7,0
183,415,yes,no,6,224.4,100,41.4,267.6,26,18.62,188.6,68,2.83,8.4,0,2.66,8,0
203,408,no,no,6,333.8,56,45.2,118.1,38,13.09,155.7,17,13.25,1.7,5,3.82,0,0
184,408,no,no,49,293.9,155,18.56,254.6,149,12.18,53.5,47,16.83,11.9,15,0.88,4,1
123,408,no,no,49,149.1,63,13.44,234.6,118,6.97,229.0,80,4.74,0.2,16,1.59,6,0
145,415,no,no,1,225.7,61,24.0,64.7,146,0.91,280.6,65,15.57,4.2,15,3.15,1,0
38,415,no,no,46,62.0,82,1.43,351.6,99,25.43,266.8,105,2.13,15.6,9,2.3,6,1
24,510,no,no,13,196.2,112,54.21,128.5,8,9.79,155.5,57,16.19,0.8,6,3.02,6,1
69,408,no,no,30,343.5,111,22.83,119.5,146,20.43,54.4,162,12.67,12.9,7,3.38,2,0
116,510,no,no,49,181.4,61,58.32,134.0,1,28.43,197.3,77,5.89,19.0,2,1.9,8,1
98,408,yes,no,40,324.7,93,44.93,33.3,91,16.95,351.7,6,5.18,3.4,4,3.93,6,1
198,415,no,no,13,142.6,84,4.75,226.9,58,11.91,185.1,102,10.94,8.3,18,3.51,4,1
214,415,no,yes,4,349.6,25,38.95,86.6,70,8.05,77.3,108,10.09,11.5,6,3.44,6,1
139,415,no,no,10,202.7,120,15.98,291.6,69,28.02,36.8,8,15.62,9.0,17,0.75,6,0
240,408,no,no,39,14.8,49,14.38,143.1,160,20.46,372.9,68,13.03,12.4,17,2.37,5,1
144,415,yes,yes,4,205.4,114,15.14,166.5,24,19.96,293.5,131,9.19,8.1,5,2.89,3,0
97,408,no,yes,28,96.1,35,54.05,234.7,69,12.78,123.6,159,15.77,3.0,4,1.13,7,0
201,510,no,no,10,11.4,153,29.5,276.6,155,25.35,116.7,132,10.08,1.8,5,3.79,1,0
124,408,no,no,4,287.3,32,39.5,83.9,145,21.41,353.6,55,14.44,14.9,5,0.61,7,1
187,510,no,no,48,96.5,122,16.58,350.8,62,8.5,70.1,55,14.3,4.8,10,0.75,4,0
70,408,no,yes,31,278.8,99,30.85,225.9,48,17.99,211.3,43,15.63,16.9,16,2.07,6,1
208,510,no,yes,35,100.9,67,20.66,2.0,122,12.91,281.8,71,1.15,14.9,8,0.68,2,0
93,415,no,no,14,68.0,72,18.95,150.9,123,0.2,156.6,140,9.92,1.0,15,0.06,6,0
3,510,no,no,18,340.9,135,14.57,158.6,39,24.23,15.8,131,7.96,4.0,9,2.06,8,1
148,415,no,yes,21,126.6,22,24.13,293.7,84,3.68,90.0,14,8.34,5.8,14,3.24,6,0
187,415,no,no,33,210.5,69,38.94,110.8,86,15.3,356.2,119,7.82,11.9,7,2.48,0,0
164,510,no,no,16,213.5,54,13.1,120.2,79,10.09,206.6,109,14.24,16.2,13,0.26,8,0
147,408,yes,yes,11,196.2,109,56.96,25.6,3,10.26,322.1,81,5.41,1.2,15,1.16,6,1
90,408,no,yes,24,320.1,148,7.35,102.9,33,14.32,219.5,83,7.87,5.0,18,2.62,1,0
195,408,no,yes,16,236.1,149,28.33,260.3,4,29.91,372.7,0,3.41,7.5,2,3.69,4,0
147,408,no,no,9,141.3,8,5.02,230.4,149,12.25,359.1,138,4.28,3.7,12,3.97,1,0
148,408,no,no,27,301.8,161,1.34,29.5,147,5.47,190.7,92,11.23,10.9,8,2.6,6,0
96,415,no,no,17,63.4,153,54.44,41.6,102,18.41,125.7,87,1.99,9.6,11,3.23,8,0
199,408,no,no,50,190.5,128,47.81,136.8,33,7.09,237.7,83,3.19,6.3,4,4.52,3,0
52,415,no,no,17,332.7,107,40.96,270.0,5,3.17,266.6,165,8.98,10.3,18,0.33,2,0
233,415,no,no,44,218.9,132,51.05,302.3,28,1.51,196.9,44,0.74,7.1,6,0.5,5,1
161,415,yes,no,31,285.9,149,47.37,5.3,52,0.69,324.8,73,2.16,6.9,6,2.29,7,1
168,510,no,yes,13,228.7,67,38.19,119.4,0,12.93,72.4,67,14.68,5.3,18,3.05,7,1
128,510,yes,no,15,293.8,65,49.99,154.0,58,12.8,132.1,3,14.38,10.8,7,0.02,7,1
39,415,no,no,49,330.6,143,23.06,330.7,6,5.57,271.1,47,5.91,8.9,5,2.26,4,0
82,510,no,no,17,95.5,52,32.61,182.0,159,23.52,97.4,96,5.92,3.9,2,0.86,5,1
104,408,no,no,15,59.4,127,45.8,97.9,77,3.88,173.7,136,15.92,0.3,0,3.23,1,0
129,408,no,yes,16,169.4,64,5.0,141.6,50,27.46,380.7,89,0.44,3.0,5,1.34,5,0
11,415,no,no,6,245.7,63,50.66,158.4,146,17.63,247.2,174,9.87,0.9,19,4.51,4,1
220,408,no,no,11,79.5,67,9.25,243.2,26,0.83,374.9,59,10.16,8.6,19,0.32,2,0
185,415,yes,no,33,1.4,61,51.01,14.9,62,28.89,285.4,51,13.39,4.5,18,4.05,7,1
217,415,no,no,9,120.0,80,18.37,141.4,60,9.24,286.2,123,16.18,8.4,12,1.96,3,0
178,408,no,no,4,339.1,70,19.28,234.7,60,13.5,233.8,85,6.05,6.6,16,4.29,1,1
151,510,no,no,20,243.2,113,4.36,102.8,125,8.53,56.2,160,7.44,10.8,17,4.08,2,0
159,408,no,no,2,140.5,51,52.27,214.8,44,21.85,205.3,96,11.41,14.5,19,1.2,1,0
222,408,no,no,18,67.4,115,10.3,129.7,148,14.57,99.8,47,16.44,9.6,5,0.25,1,0
42,415,yes,no,44,124.6,124,37.17,275.4,128,3.97,394.5,132,15.14,1.2,10,3.48,2,0
99,415,no,no,43,59.4,126,37.99,22.0,94,3.13,105.4,26,11.34,0.4,5,1.02,6,0
7,415,no,no,34,37.2,64,16.59,333.2,90,21.76,91.1,168,14.56,4.3,6,4.65,0,0
144,415,no,no,5,317.4,129,58.15,62.3,43,7.11,246.4,0,1.45,8.5,0,0.34,5,1
90,510,no,yes,13,349.2,21,3.79,57.6,61,4.13,201.8,50,6.41,0.9,7,1.62,0,0
112,510,no,yes,3,57.4,156,35.86,305.2,60,14.98,8.4,143,0.22,6.6,13,0.06,2,0
60,510,no,no,44,19.1,162,28.29,315.5,78,24.08,51.2,98,3.02,17.7,19,1.59,3,0
113,415,no,no,50,115.4,75,14.48,33.7,88,8.36,320.4,99,10.72,1.8,0,2.71,7,0
2,415,no,no,17,161.6,151,9.65,329.9,111,8.29,191.1,159,15.05,19.0,4,3.27,1,0
129,415,no,no,28,71.7,93,43.49,99.2,110,25.02,57.7,102,10.76,17.1,4,3.63,6,1
48,510,no,yes,34,105.5,157,54.06,224.6,49,4.44,183.8,46,11.29,16.6,13,4.17,2,1
140,415,no,no,37,70.3,70,6.35,24.9,40,18.5,100.0,150,1.76,17.3,6,0.55,0,0
197,408,no,no,15,271.0,105,11.44,138.2,32,28.65,88.3,14,11.3,1.6,16,3.81,5,1
37,408,no,no,19,249.4,49,58.19,163.6,11,25.24,378.3,153,7.72,3.0,10,1.39,1,0
160,415,no,no,23,222.2,101,0.89,217.7,1,1.85,143.0,36,11.07,2.7,6,0.69,2,0
9,408,no,no,34,135.5,112,29.99,190.7,106,9.6,18.3,129,5.54,2.2,0,1.33,5,0
233,408,no,yes,43,318.2,29,30.45,167.5,148,4.27,383.3,75,9.89,6.6,14,4.29,2,0
99,510,no,no,50,339.3,11,15.53,348.3,141,28.48,314.0,146,7.21,16.6,18,3.14,4,1
147,415,no,yes,18,60.8,81,39.12,67.2,33,29.58,100.5,31,9.5,5.0,9,2.99,2,0
48,415,yes,no,3,78.1,45,55.75,57.4,84,7.05,161.5,54,2.5,4.9,8,2.92,6,0
208,510,no,no,32,184.0,129,26.56,259.0,150,20.09,340.6,98,6.73,13.5,12,2.04,6,0
131,408,no,no,1,31.9,96,44.22,27.1,84,25.25,141.2,55,6.36,1.9,12,2.09,0,0
148,408,no,no,12,152.8,79,38.12,175.3,49,7.01,224.1,28,12.52,7.2,5,0.74,5,0
152,415,no,no,44,203.6,53,27.9,175.7,141,5.63,211.3,108,12.01,5.9,7,1.66,2,0
54,408,no,no,29,182.7,34,2.94,112.5,105,0.34,158.5,83,15.45,16.9,11,2.56,6,1
120,510,yes,yes,33,115.8,51,43.76,337.8,45,12.36,252.6,163,10.74,10.3,1,3.03,0,0
161,510,no,no,29,189.9,160,21.43,102.6,117,26.98,186.9,115,5.35,12.9,15,0.36,2,0
152,415,no,no,50,335.6,83,13.25,104.7,4,27.09,8.4,70,13.31,2.6,11,1.67,1,0
116,510,no,no,23,72.1,71,55.95,85.1,65,3.83,321.7,81,8.45,18.6,17,1.7,7,0
75,510,no,no,47,229.2,25,45.64,52.9,149,6.13,44.7,52,3.29,6.4,2,2.58,7,1
113,415,no,yes,43,15.2,60,56.77,132.1,69,12.24,183.3,84,12.71,14.1,17,3.55,8,0
200,510,yes,yes,32,23.2,153,15.12,247.2,107,23.42,229.1,85,2.25,19.1,10,3.18,8,1
164,510,no,no,40,193.1,36,49.31,269.4,1,18.36,278.7,166,3.03,10.2,4,2.85,1,0
166,510,no,no,48,36.7,157,35.86,295.3,28,15.42,162.3,75,12.9,10.2,12,1.46,6,0
104,408,no,no,9,7.8,94,57.91,71.7,60,17.76,290.5,10,13.09,2.3,9,4.2,6,1
84,415,no,no,17,60.0,10,55.83,12.9,99,2.89,51.9,75,13.44,7.8,14,3.93,3,1
227,415,no,yes,18,197.7,40,57.41,353.8,127,14.33,258.1,29,4.99,17.0,5,0.92,5,0
112,415,no,no,6,246.2,132,56.15,5.2,143,29.76,326.4,78,14.73,2.7,15,3.28,0,0
217,408,no,yes,18,70.9,65,0.45,348.7,96,2.65,351.3,106,12.29,18.4,7,4.53,5,0
99,408,yes,no,23,233.9,140,43.72,300.9,96,15.58,228.9,81,14.18,13.3,19,2.18,0,0
153,415,yes,yes,14,63.9,152,16.04,331.1,13,8.87,123.6,135,12.05,8.4,2,4.62,4,1
93,408,no,no,40,214.7,141,41.6,140.5,42,16.2,64.5,19,9.85,10.9,4,0.11,3,0
146,415,no,yes,41,144.2,68,57.86,71.6,69,17.21,136.5,11,1.86,3.0,14,2.58,5,1
128,408,no,no,22,228.8,58,2.32,220.1,54,17.32,213.3,66,12.09,4.3,2,1.28,4,1
110,510,no,no,3,348.3,65,33.45,269.1,30,25.57,77.6,125,11.74,5.7,14,1.31,4,1
82,510,no,no,37,328.2,67,43.36,47.5,75,11.69,376.2,139,5.31,7.7,1,4.39,2,0
194,415,yes,no,3,1.5,11,14.95,289.5,167,15.49,354.4,53,12.51,18.3,11,1.56,1,0
54,408,yes,no,4,309.9,67,13.28,75.7,154,0.33,13.0,79,9.36,7.4,4,0.12,6,1
163,408,yes,yes,40,23.3,72,3.56,178.5,51,23.69,222.0,123,9.51,10.5,8,2.7,7,0
208,510,no,no,43,333.6,5,5.54,310.9,127,7.78,311.8,73,6.25,3.2,3,4.85,4,1
189,510,no,no,22,98.6,14,38.75,70.2,6,24.5,96.9,146,1.99,14.7,6,0.4,8,0
169,408,no,yes,39,133.7,41,29.81,87.8,99,7.97,206.9,141,3.69,11.2,15,1.43,0,0
228,408,yes,yes,36,32.1,30,1.77,22.8,160,0.32,160.4,149,13.07,8.8,12,2.35,2,1
161,408,no,no,10,39.3,5,57.21,53.2,135,4.64,77.6,131,4.61,18.9,1,4.15,7,0
68,408,no,no,10,254.4,32,38.71,53.2,132,29.57,242.8,115,0.04,17.8,1,1.34,4,0
33,408,no,no,12,330.5,156,30.41,73.8,60,9.59,392.5,58,16.95,13.2,8,1.72,1,0
142,408,yes,no,13,213.8,20,16.09,103.9,103,3.26,144.3,161,3.58,18.4,14,1.92,8,0
21,415,no,yes,7,250.5,123,38.83,295.8,151,3.56,218.2,63,11.14,11.3,3,1.9,0,0
48,408,no,yes,24,266.7,93,21.49,332.4,6,9.31,129.5,127,15.76,16.5,16,1.0,2,1
148,510,no,no,17,92.0,148,41.45,147.5,82,1.13,346.4,17,10.2,8.2,8,4.58,3,0
128,415,no,yes,50,15.8,99,40.27,46.5,94,15.34,341.5,81,13.58,1.7,14,3.96,6,0
136,408,no,no,43,0.7,54,5.47,81.2,163,6.41,70.6,30,16.6,19.9,0,4.88,3,0
135,510,no,no,43,122.7,63,53.65,267.2,26,15.58,355.5,83,14.63,3.3,1,1.85,1,0
195,415,no,yes,17,84.5,85,28.73,245.9,123,4.22,59.8,41,9.48,5.0,8,0.23,1,0
145,510,no,no,9,21.8,21,23.18,351.1,156,12.9,37.7,130,6.18,3.3,10,0.58,0,0
128,408,no,yes,6,62.8,59,56.37,5.3,86,17.94,257.9,84,8.2,6.7,18,1.79,6,1
33,408,no,no,49,43.6,103,25.85,272.5,147,1.86,152.4,9,14.31,5.8,0,4.56,8,1
176,408,no,yes,43,320.2,138,42.55,183.6,69,11.96,209.6,70,14.51,12.0,18,4.91,1,0
204,408,no,no,13,49.1,46,38.65,327.7,113,9.08,257.8,21,14.38,19.9,8,4.11,6,0
187,415,yes,no,14,188.2,158,9.74,209.1,75,7.21,20.9,150,10.15,1.1,1,1.19,7,1
115,415,yes,no,15,207.6,76,58.48,162.1,113,18.14,115.7,75,8.11,15.6,4,3.3,2,0
214,510,no,no,1,190.2,17,27.35,241.7,2,17.66,182.1,12,5.29,2.6,16,2.98,3,0
119,408,no,yes,29,34.7,21,23.29,302.6,166,18.92,105.3,167,0.06,0.4,0,4.12,8,1
22,510,no,no,29,111.6,144,54.26,102.5,98,4.77,19.3,122,13.0,12.8,13,2.55,3,0
238,415,no,no,17,17.9,37,31.23,39.0,123,8.57,34.2,140,4.71,17.5,11,1.59,5,1
158,408,no,no,30,138.5,24,41.6,157.2,44,6.29,316.7,96,5.6,3.5,9,0.1,7,0
38,408,yes,yes,43,66.0,31,49.93,77.9,125,16.22,360.0,94,14.34,6.8,18,3.98,1,0
230,415,no,no,47,196.6,142,13.89,155.9,67,13.83,60.1,50,0.89,3.4,14,2.65,0,0
109,415,no,yes,12,242.5,12,10.0,359.8,30,9.91,98.5,82,15.77,18.1,0,2.67,6,0
51,415,yes,no,19,186.2,10,4.04,208.4,105,23.58,257.6,95,0.02,5.4,0,4.79,0,0
182,415,no,yes,48,152.0,12,52.93,251.8,37,2.82,376.9,89,15.97,8.9,10,2.43,3,0
8,415,no,no,49,135.6,96,11.82,246.1,133,29.25,118.3,125,7.73,17.9,10,1.58,4,0
27,408,no,yes,34,294.6,100,18.16,297.9,7,3.5,337.8,12,1.74,11.1,4,1.7,1,0
27,415,no,no,22,76.8,37,16.86,342.7,27,23.19,199.9,156,11.46,18.7,2,0.06,3,0
226,408,no,no,41,257.0,0,17.97,239.2,14,11.05,377.8,174,15.23,18.5,10,0.61,6,1
21,408,no,yes,32,265.1,38,39.42,172.8,7,25.96,53.8,153,7.45,9.2,3,0.22,3,0
30,415,yes,no,37,146.7,26,56.29,115.4,53,2.23,384.6,117,11.75,11.6,5,1.22,0,0
97,415,no,yes,34,104.1,35,19.44,130.8,133,11.24,174.2,150,16.65,4.6,17,0.32,3,0
28,408,no,no,50,164.7,159,24.05,121.4,28,10.06,376.4,74,4.09,19.8,6,1.66,5,0
111,415,no,no,35,32.6,142,45.5,117.8,114,29.79,181.2,18,13.95,5.6,3,0.63,4,1
192,415,no,no,19,16.1,30,25.51,252.1,33,29.57,209.4,97,5.02,15.7,13,4.59,3,0
225,415,no,no,2,39.1,126,54.64,213.3,6,5.69,317.9,110,7.25,6.3,7,4.69,1,0
197,510,no,yes,7,65.5,5,29.69,73.3,39,18.9,285.4,107,4.79,6.3,19,3.02,5,0
61,408,yes,no,39,176.5,88,20.52,352.0,73,16.07,244.7,34,7.58,2.1,10,4.03,5,1
48,510,no,yes,31,297.2,149,57.32,155.3,140,4.63,164.7,173,0.09,11.2,13,3.39,5,1
147,415,no,no,28,82.5,30,25.12,205.5,61,5.03,313.0,92,5.16,4.9,2,4.06,3,0
4,510,no,no,6,327.3,99,13.64,255.0,85,29.68,374.6,99,7.57,3.0,10,3.2,7,0
35,415,no,no,1,334.2,72,10.48,222.8,115,13.58,3.9,158,10.75,4.5,3,2.15,0,0
192,510,no,yes,20,335.6,45,58.72,112.9,64,3.77,232.2,95,10.84,5.0,8,4.37,7,1
49,415,no,no,5,293.1,96,44.43,289.6,40,6.44,342.1,83,9.92,10.1,4,2.19,7,1
17,510,no,no,27,127.3,0,24.11,40.0,122,8.05,258.0,149,4.98,7.7,12,1.98,4,1
172,510,no,yes,47,25.4,56,48.76,206.5,169,15.33,316.3,66,16.11,1.5,19,3.12,8,1
220,510,no,no,41,199.1,8,32.26,99.2,115,10.07,353.5,135,6.66,10.7,3,4.69,8,0
158,408,no,no,35,195.5,4,18.73,223.5,65,13.65,296.6,18,3.69,15.8,6,2.21,3,0
221,510,no,no,31,297.5,78,43.86,79.1,115,4.99,283.2,30,9.43,11.5,1,2.87,1,0
46,408,no,no,44,348.6,113,44.01,280.3,138,9.8,381.1,31,12.73,19.5,19,2.46,0,0
117,415,no,no,41,177.9,8,29.51,82.6,100,2.11,341.2,54,0.21,2.0,18,4.55,7,1
6,510,no,yes,45,120.8,23,2.66,323.2,49,26.69,322.1,102,4.7,16.4,6,3.38,7,0
99,415,no,no,8,65.1,149,4.54,312.7,70,5.96,34.1,158,14.02,10.1,19,2.1,6,0
124,415,no,yes,10,1.7,102,46.54,131.5,162,22.71,94.4,50,8.62,10.4,8,3.03,2,0
233,510,no,no,22,178.2,59,48.59,140.1,79,10.49,219.9,121,6.94,10.4,18,0.78,2,0
37,408,no,no,49,194.4,85,40.02,254.6,78,14.23,280.3,91,15.83,6.5,19,1.71,7,0
24,510,no,no,10,288.7,164,49.51,32.8,19,8.74,119.8,154,1.52,6.5,1,3.68,7,1
93,415,no,no,48,176.6,115,42.45,29.4,155,20.89,36.9,109,10.46,12.6,15,2.81,1,0
241,415,yes,yes,1,320.8,83,52.92,49.5,122,25.34,122.9,42,5.82,0.9,5,1.57,0,1
46,510,no,no,2,219.8,89,8.87,204.2,36,8.59,304.6,74,1.2,11.8,18,1.81,0,0
181,408,no,no,10,294.1,88,22.88,54.1,2,7.27,346.6,70,3.63,14.5,17,4.05,0,1
95,408,no,yes,49,51.9,119,27.38,100.8,92,20.44,360.6,71,10.67,7.1,16,2.7,2,0
99,415,no,no,34,299.4,155,17.56,234.8,100,5.85,149.7,102,0.48,4.3,10,1.19,0,0
188,415,no,no,14,236.3,142,42.8,5.7,154,19.2,147.2,40,10.07,4.3,3,1.48,7,1
225,408,no,no,42,59.6,5,53.83,65.4,31,2.83,160.6,77,16.27,1.6,7,2.34,7,0
116,510,no,yes,10,66.4,51,24.34,337.6,47,18.6,148.4,23,13.52,1.8,17,3.81,8,0
191,415,no,no,30,324.3,139,55.55,240.9,45,15.4,263.1,29,5.88,3.3,12,4.99,3,0
213,408,no,yes,27,11.3,18,30.49,110.9,113,3.42,141.5,51,2.35,0.4,7,0.93,7,1
160,415,no,yes,27,161.9,74,30.83,16.4,94,19.47,8.0,56,7.91,5.3,9,3.77,6,0
215,510,no,yes,31,109.7,129,35.41,212.7,46,13.4,173.4,78,6.68,6.1,17,3.09,3,0
161,408,no,yes,24,232.8,54,15.83,80.9,39,6.51,88.5,116,16.52,19.9,17,2.66,0,0
67,415,no,yes,19,293.9,14,22.62,348.5,130,10.6,11.4,30,16.83,19.8,16,4.83,2,0
128,510,no,no,27,126.1,99,32.64,249.4,115,14.76,186.0,75,6.98,3.7,15,1.61,7,1
18,415,no,no,24,149.4,68,55.58,353.6,156,2.75,81.4,29,2.53,4.3,5,0.88,7,0
25,510,no,yes,10,343.7,142,37.92,308.2,90,28.73,178.8,112,15.48,9.8,13,4.39,1,0
234,510,no,yes,18,274.4,42,19.65,175.3,57,19.97,109.7,137,13.49,3.0,4,0.34,6,1
223,408,no,no,27,314.0,16,0.62,243.1,9,3.08,238.5,171,8.69,10.1,14,4.09,0,1
54,510,no,no,0,153.6,97,57.92,294.8,60,24.69,391.4,133,6.21,8.0,12,2.95,3,0
58,415,no,yes,4,81.9,115,29.09,209.9,110,9.68,216.2,154,7.62,6.5,15,0.82,6,0
67,510,no,yes,9,144.2,151,55.37,22.3,120,17.9,255.5,19,15.33,16.5,15,1.14,3,1
104,510,no,yes,41,250.6,73,32.41,170.8,60,8.31,363.1,19,3.14,16.6,16,0.78,3,0
174,408,no,yes,45,38.3,115,35.72,47.4,150,22.0,147.7,11,13.72,19.8,4,3.59,6,1
24,510,no,yes,33,94.7,29,42.0,259.5,5,21.69,65.8,84,0.31,4.5,10,0.74,0,0
114,510,no,no,35,16.3,66,18.94,247.1,74,16.56,111.7,48,15.65,17.8,14,3.41,4,1
32,415,no,yes,1,151.3,50,41.24,360.4,114,7.23,159.1,9,8.51,10.8,2,0.64,5,0
175,408,no,no,17,289.6,59,31.08,228.3,154,7.61,254.8,4,3.85,11.8,7,4.01,6,0
86,408,no,yes,12,8.6,2,39.68,290.5,30,11.49,1.8,63,0.05,17.9,2,4.6,6,1
151,408,no,no,50,236.4,103,49.31,97.4,122,4.35,337.1,135,9.51,18.9,3,2.8,6,1
194,510,no,no,4,326.4,4,10.87,123.4,157,10.13,30.1,157,4.16,14.5,13,4.83,1,1
127,408,yes,no,19,82.9,27,36.2,332.9,66,20.53,355.8,16,10.73,7.0,19,1.95,5,1
155,510,no,no,1,242.8,107,3.07,274.1,12,24.93,375.0,66,4.78,9.8,5,1.22,8,0
234,510,no,no,10,341.3,138,6.02,237.9,58,9.98,391.1,20,1.5,12.3,3,0.89,6,1
130,415,no,no,29,336.8,100,39.8,92.2,53,7.01,319.8,15,8.59,16.6,11,2.39,6,1
218,415,no,no,31,82.2,75,4.19,253.6,103,24.98,56.0,26,9.6,13.2,1,0.65,1,0
17,415,no,no,31,35.1,14,35.13,321.9,20,26.72,278.9,114,7.69,7.3,17,4.38,6,0
104,415,no,no,49,51.9,82,12.98,83.8,42,12.3,80.3,5,7.79,8.4,13,3.92,8,0
161,415,no,no,37,245.7,47,17.94,256.3,10,0.81,354.4,41,10.02,1.0,7,2.81,2,0
137,510,no,no,27,254.0,126,7.65,142.9,108,20.85,125.1,143,8.95,18.5,7,3.61,1,1
43,510,no,no,9,236.0,45,14.67,43.1,66,23.52,129.1,172,2.25,1.8,11,0.25,5,1
176,408,no,yes,21,117.6,27,48.46,277.1,165,0.54,362.5,2,3.35,11.6,0,1.02,1,0
39,510,no,yes,16,59.4,6,37.69,60.7,94,17.85,5.2,39,2.41,17.4,0,3.11,0,0
221,510,no,no,21,203.3,93,56.04,91.8,151,17.65,76.6,19,11.79,8.4,3,2.39,3,0
170,415,no,yes,42,169.3,81,2.88,284.2,105,11.36,166.7,6,8.99,16.0,16,3.02,8,0
26,510,no,no,18,255.1,87,46.75,269.4,50,22.49,276.8,58,7.31,16.1,9,0.44,2,0
99,415,no,yes,16,154.5,133,41.25,92.3,45,12.85,255.8,138,13.57,1.2,0,3.26,2,0
50,408,no,no,23,118.5,67,15.39,341.6,42,20.3,264.4,92,5.54,8.2,10,4.02,5,0
153,408,yes,no,35,102.7,54,43.02,78.1,26,15.51,347.6,51,9.66,13.8,16,2.73,5,0
152,510,no,no,31,74.0,117,42.28,360.7,84,7.45,47.8,130,1.26,8.4,9,1.79,7,0
13,408,no,no,45,93.0,133,27.1,267.9,157,18.2,206.3,20,12.65,10.9,5,0.87,5,0
60,510,no,no,35,33.2,107,40.63,142.5,93,22.11,286.6,157,11.82,11.9,3,1.33,7,0
135,408,yes,no,27,121.4,50,26.23,47.3,126,29.22,251.3,10,13.64,3.0,12,2.61,7,1
